category,activity_code,met,suggested_spoons,activity_clean,activity_description,source
Sports,15446,11.3,5,"Kendo, kakari keiko style, very high intensity","Kendo, kakari keiko style, very high intensity",2024 Adult Compendium of Physical Activities
Sports,15450,7.0,5,Kickball,Kickball,2024 Adult Compendium of Physical Activities
Sports,15455,5.5,4,Kung Fu Gymnastics,Kung Fu Gymnastics,2024 Adult Compendium of Physical Activities
Sports,15457,7.3,5,Kickboxing,Kickboxing,2024 Adult Compendium of Physical Activities
Sports,15460,8.0,5,Lacrosse,Lacrosse,2024 Adult Compendium of Physical Activities
Sports,15465,3.3,3,"Lawn bowling, bocce ball, outdoor","Lawn bowling, bocce ball, outdoor",2024 Adult Compendium of Physical Activities
Sports,15470,4.0,3,"Motocross, off-road motor sports, all-terrain vehicle, general","Motocross, off-road motor sports, all-terrain vehicle, general",2024 Adult Compendium of Physical Activities
Sports,15475,5.3,4,"Motorcycle racing, Supormoto racing","Motorcycle racing, Supormoto racing",2024 Adult Compendium of Physical Activities
Sports,15477,7.0,5,Netball,Netball,2024 Adult Compendium of Physical Activities
Sports,15480,9.0,5,Orienteering,Orienteering,2024 Adult Compendium of Physical Activities
Sports,15490,10.0,5,"Paddleball, competitive","Paddleball, competitive",2024 Adult Compendium of Physical Activities
Sports,15500,6.0,4,"Paddleball, casual, general","Paddleball, casual, general (Taylor Code 460)",2024 Adult Compendium of Physical Activities
Sports,15503,1.8,2,"Paragliding, moderate altitude","Paragliding, moderate altitude",2024 Adult Compendium of Physical Activities
Sports,15506,6.5,5,Prusik climbing,Prusik climbing,2024 Adult Compendium of Physical Activities
Sports,15510,8.0,5,"Polo, on horseback","Polo, on horseback",2024 Adult Compendium of Physical Activities
Sports,15520,10.0,5,"Racquetball, competitive","Racquetball, competitive",2024 Adult Compendium of Physical Activities
Sports,15525,10.3,5,"Race Walking, 3.1 m/s (6.9 mph)","Race Walking, 3.1 m/s (6.9 mph)",2024 Adult Compendium of Physical Activities
Sports,15527,13.8,5,"Race Walking, 3.7 m/s (8.3 mph)","Race Walking, 3.7 m/s (8.3 mph)",2024 Adult Compendium of Physical Activities
Sports,15528,15.5,5,"Race Walking, racing speed, 4.0 m/s (8.95 mph)","Race Walking, racing speed, 4.0 m/s (8.95 mph)",2024 Adult Compendium of Physical Activities
Sports,15530,7.0,5,"Racquetball, general","Racquetball, general (Taylor Code 470)",2024 Adult Compendium of Physical Activities
Sports,15533,8.0,5,"Rock or mountain climbing,","Rock or mountain climbing (Taylor Code 060), (formerly code 17120)",2024 Adult Compendium of Physical Activities
Sports,15534,8.8,5,"Rock climbing, free boulder","Rock climbing, free boulder",2024 Adult Compendium of Physical Activities
Sports,15535,7.3,5,"Rock climbing, ascending rock, high difficulty","Rock climbing, ascending rock, high difficulty",2024 Adult Compendium of Physical Activities
Sports,15536,10.5,5,"Rock climbing, speed climbing, very difficult","Rock climbing, speed climbing, very difficult",2024 Adult Compendium of Physical Activities
Sports,15537,5.8,4,"Rock climbing, ascending or traversing rock, low-to-moderate difficulty","Rock climbing, ascending or traversing rock, low-to-moderate difficulty",2024 Adult Compendium of Physical Activities
Sports,15538,10.5,5,"Rock climbing, treadwall, 4-6 m/min","Rock climbing, treadwall, 4-6 m/min",2024 Adult Compendium of Physical Activities
Sports,15539,10.5,5,"Rock climbing, treadwall, 7-10 m/min","Rock climbing, treadwall, 7-10 m/min",2024 Adult Compendium of Physical Activities
Sports,15540,5.0,4,"Rock climbing, rappelling,","Rock climbing, rappelling,",2024 Adult Compendium of Physical Activities
Sports,15542,4.0,3,"Rodeo sports, general, light effort","Rodeo sports, general, light effort",2024 Adult Compendium of Physical Activities
Sports,15544,5.5,4,"Rodeo sports, general, moderate effort","Rodeo sports, general, moderate effort",2024 Adult Compendium of Physical Activities
Sports,15546,7.0,5,"Rodeo sports, general, vigorous effort","Rodeo sports, general, vigorous effort",2024 Adult Compendium of Physical Activities
Sports,15550,12.3,5,"Rope jumping, fast pace, 120-160 skips/min","Rope jumping, fast pace, 120-160 skips/min",2024 Adult Compendium of Physical Activities
Sports,15551,11.8,5,"Rope jumping, moderate pace, general, 100 to 120 skips/min, 2 foot skip, plain bounce","Rope jumping, moderate pace, general, 100 to 120 skips/min, 2 foot skip, plain bounce",2024 Adult Compendium of Physical Activities
Sports,15552,8.3,5,"Rope jumping, slow pace, < 100 skips/min, 2 foot skip, rhythm bounce","Rope jumping, slow pace, < 100 skips/min, 2 foot skip, rhythm bounce",2024 Adult Compendium of Physical Activities
Sports,15554,10.0,5,"Rope jumping, double under or more","Rope jumping, double under or more",2024 Adult Compendium of Physical Activities
Sports,15560,8.3,5,"Rugby, union, team, competitive","Rugby, union, team, competitive",2024 Adult Compendium of Physical Activities
Sports,15562,6.3,5,"Rugby, touch, non-competitive","Rugby, touch, non-competitive",2024 Adult Compendium of Physical Activities
Sports,15570,3.0,3,Shuffleboard,Shuffleboard,2024 Adult Compendium of Physical Activities
Sports,15580,5.0,4,"Skateboarding, general, moderate effort","Skateboarding, general, moderate effort",2024 Adult Compendium of Physical Activities
Sports,15582,6.0,4,"Skateboarding, competitive, vigorous effort","Skateboarding, competitive, vigorous effort",2024 Adult Compendium of Physical Activities
Sports,15590,7.0,5,"Skating, roller","Skating, roller (Taylor Code 360)",2024 Adult Compendium of Physical Activities
Sports,15591,7.5,5,"Roller blading, in-line skating, 14.4 km/h (9.0 mph), recreational pace","Roller blading, in-line skating, 14.4 km/h (9.0 mph), recreational pace",2024 Adult Compendium of Physical Activities
Sports,15592,9.8,5,"Roller blading, in-line skating, 17.7 km/h (11.0 mph), moderate pace, exercise training","Roller blading, in-line skating, 17.7 km/h (11.0 mph), moderate pace, exercise training",2024 Adult Compendium of Physical Activities
Sports,15593,12.3,5,"Roller blading, in-line skating, 21.0 to 21.7 km/h (13.0 to 13.6 mph), fast pace, exercise training","Roller blading, in-line skating, 21.0 to 21.7 km/h (13.0 to 13.6 mph), fast pace, exercise training",2024 Adult Compendium of Physical Activities
Sports,15594,15.5,5,"Rollerblading, in-line skating, 24.0 km/h (15.0 mph), maximal effort","Rollerblading, in-line skating, 24.0 km/h (15.0 mph), maximal effort",2024 Adult Compendium of Physical Activities
Sports,15595,6.8,5,"Skateboard, longboard, 13.3 km/h, slow speed","Skateboard, longboard, 13.3 km/h, slow speed",2024 Adult Compendium of Physical Activities
Sports,15596,8.3,5,"Skateboard, longboard, 16.2 km/h, typical speed","Skateboard, longboard, 16.2 km/h, typical speed",2024 Adult Compendium of Physical Activities
Sports,15597,10.5,5,"Skateboard, longboard, 18.4 km/h, fast speed","Skateboard, longboard, 18.4 km/h, fast speed",2024 Adult Compendium of Physical Activities
Sports,15600,3.5,3,"Skydiving, base-jumping, bungee jumping","Skydiving, base-jumping, bungee jumping",2024 Adult Compendium of Physical Activities
Sports,15605,9.5,5,"Soccer, competitive","Soccer, competitive",2024 Adult Compendium of Physical Activities
Sports,15610,7.0,5,"Soccer, casual, general","Soccer, casual, general (Taylor Code 540)",2024 Adult Compendium of Physical Activities
Sports,15615,3.5,3,Walking football/soccer,Walking football/soccer,2024 Adult Compendium of Physical Activities
Sports,15620,5.0,4,"Softball or baseball, fast or slow pitch, general, moderate effort","Softball or baseball, fast or slow pitch, general, moderate effort (Taylor Code 440)",2024 Adult Compendium of Physical Activities
Sports,15625,4.0,3,"Softball, practice","Softball, practice",2024 Adult Compendium of Physical Activities
Sports,15630,4.0,3,"Softball, officiating","Softball, officiating",2024 Adult Compendium of Physical Activities
Sports,15640,6.0,4,"Softball, pitching","Softball, pitching",2024 Adult Compendium of Physical Activities
Sports,15645,3.3,3,"Sports spectator, very excited, emotional, physically moving","Sports spectator, very excited, emotional, physically moving",2024 Adult Compendium of Physical Activities
Sports,15650,12.0,5,Squash,Squash (Taylor Code 530),2024 Adult Compendium of Physical Activities
Sports,15652,7.3,5,"Squash, general","Squash, general",2024 Adult Compendium of Physical Activities
Sports,15660,4.0,3,"Table tennis, ping pong","Table tennis, ping pong (Taylor Code 410)",2024 Adult Compendium of Physical Activities
Sports,15670,3.3,3,"Tai chi, qi gong, general","Tai chi, qi gong, general",2024 Adult Compendium of Physical Activities
Sports,15672,1.5,1,"Tai chi, qi gong, sitting, light effort","Tai chi, qi gong, sitting, light effort",2024 Adult Compendium of Physical Activities
Sports,15674,6.0,4,"Tai chi chuan, Yang style","Tai chi chuan, Yang style",2024 Adult Compendium of Physical Activities
Sports,15675,6.8,5,"Tennis, general, moderate effort","Tennis, general, moderate effort",2024 Adult Compendium of Physical Activities
Sports,15676,8.0,5,"Tennis, general, competitive","Tennis, general, competitive",2024 Adult Compendium of Physical Activities
Sports,15680,6.0,4,"Tennis, doubles","Tennis, doubles (Taylor Code 430)",2024 Adult Compendium of Physical Activities
Sports,15685,4.5,4,"Tennis, doubles","Tennis, doubles",2024 Adult Compendium of Physical Activities
Sports,15690,8.0,5,"Tennis, singles","Tennis, singles (Taylor Code 420)",2024 Adult Compendium of Physical Activities
Sports,15695,5.0,4,"Tennis, hitting balls, non-game play, moderate effort","Tennis, hitting balls, non-game play, moderate effort",2024 Adult Compendium of Physical Activities
Sports,15700,6.3,5,"Trampoline, recreational","Trampoline, recreational",2024 Adult Compendium of Physical Activities
Sports,15702,10.3,5,"Trampoline, competitive","Trampoline, competitive",2024 Adult Compendium of Physical Activities
Sports,15710,4.0,3,Volleyball,Volleyball (Taylor Code 400),2024 Adult Compendium of Physical Activities
Sports,15711,6.0,4,"Volleyball, competitive, in gymnasium","Volleyball, competitive, in gymnasium",2024 Adult Compendium of Physical Activities
Sports,15720,3.0,3,"Volleyball, non-competitive, 6 - 9 member team, general","Volleyball, non-competitive, 6 - 9 member team, general",2024 Adult Compendium of Physical Activities
Sports,15725,8.0,5,"Volleyball, beach, in sand","Volleyball, beach, in sand",2024 Adult Compendium of Physical Activities
Sports,15730,6.0,4,"Wrestling, competitive (one match = 5 minutes)","Wrestling, competitive (one match = 5 minutes)",2024 Adult Compendium of Physical Activities
Sports,15731,7.0,5,"Wallyball, general","Wallyball, general",2024 Adult Compendium of Physical Activities
Sports,15732,4.0,3,"Track and field (e.g., shot, discus, hammer throw)","Track and field (e.g., shot, discus, hammer throw)",2024 Adult Compendium of Physical Activities
Sports,15733,6.0,4,"Track and field (e.g., high jump, long jump, triple jump, javelin, pole vault)","Track and field (e.g., high jump, long jump, triple jump, javelin, pole vault)",2024 Adult Compendium of Physical Activities
Sports,15734,10.0,5,"Track and field (e.g., steeplechase, hurdles)","Track and field (e.g., steeplechase, hurdles)",2024 Adult Compendium of Physical Activities
Transportation,16002,6.8,5,"Bicycling for transportation, moderate effort","Bicycling for transportation, moderate effort",2024 Adult Compendium of Physical Activities
Transportation,16004,9.3,5,"Bicycling for transportation, high effort","Bicycling for transportation, high effort",2024 Adult Compendium of Physical Activities
Transportation,16005,6.8,5,E-bike (electrically assisted) for transportation,E-bike (electrically assisted) for transportation,2024 Adult Compendium of Physical Activities
Transportation,16010,2.0,2,Automobile or light truck (not a semi) driving,Automobile or light truck (not a semi) driving,2024 Adult Compendium of Physical Activities
Transportation,16015,1.3,1,Riding in a car or truck,Riding in a car or truck,2024 Adult Compendium of Physical Activities
Transportation,16016,1.3,1,Riding in a bus or train,Riding in a bus or train,2024 Adult Compendium of Physical Activities
Transportation,16020,1.8,2,Flying airplane or helicoptor,Flying airplane or helicoptor,2024 Adult Compendium of Physical Activities
Transportation,16030,2.8,3,"Motor scooter, motorcycle","Motor scooter, motorcycle",2024 Adult Compendium of Physical Activities
Transportation,16035,6.3,5,Pulling rickshaw,Pulling rickshaw,2024 Adult Compendium of Physical Activities
Transportation,16040,6.0,4,Pushing plane in and out of hangar,Pushing plane in and out of hangar,2024 Adult Compendium of Physical Activities
Transportation,16050,2.5,2,"Truck, semi, tractor, >=1 ton, or bus, driving","Truck, semi, tractor, >=1 ton, or bus, driving",2024 Adult Compendium of Physical Activities
Transportation,16060,3.5,3,"Walking for transportation, 2.8-3.2 mph, level, moderate pace, firm surface","Walking for transportation, 2.8-3.2 mph, level, moderate pace, firm surface",2024 Adult Compendium of Physical Activities
Walking,17010,7.0,5,Backpacking,Backpacking (Taylor Code 050),2024 Adult Compendium of Physical Activities
Walking,17011,3.5,3,"Walking with a day pack, level ground, assumed in the city","Walking with a day pack, level ground, assumed in the city",2024 Adult Compendium of Physical Activities
Walking,17012,7.8,5,"Backpacking, hiking with a daypack, organized walking with daypack","Backpacking, hiking with a daypack, organized walking with daypack",2024 Adult Compendium of Physical Activities
Walking,17016,4.0,3,"Carrying 5 to 14 lb (2.3 to 6.4 kg) load (e.g. suitcase, boxes, groceries), level ground, moderate pace","Carrying 5 to 14 lb (2.3 to 6.4 kg) load (e.g. suitcase, boxes, groceries), level ground, moderate pace",2024 Adult Compendium of Physical Activities
Walking,17018,4.5,4,"Carrying 15 - 155 lb (6.8 - 70.4 kg) load (e.g. suitcase, boxes, furniture), level ground or downstairs, slow pace","Carrying 15 - 155 lb (6.8 - 70.4 kg) load (e.g. suitcase, boxes, furniture), level ground or downstairs, slow pace",2024 Adult Compendium of Physical Activities
Walking,17019,6.5,5,"Carrying 50 to 150 pound load (e.g., equine or bovine feed, fence pipes, furniture), level ground, moderate pace","Carrying 50 to 150 pound load (e.g., equine or bovine feed, fence pipes, furniture), level ground, moderate pace",2024 Adult Compendium of Physical Activities
Walking,17021,2.3,2,"Carrying ~10 lb child, slow walking","Carrying ~10 lb child, slow walking",2024 Adult Compendium of Physical Activities
Walking,17025,8.3,5,"Carrying load upstairs, general","Carrying load upstairs, general",2024 Adult Compendium of Physical Activities
Walking,17026,5.5,4,"Carrying load, 1 to 15 lb load, upstairs","Carrying load, 1 to 15 lb load, upstairs",2024 Adult Compendium of Physical Activities
Walking,17027,6.0,4,"Carrying load, 16 to 24 lb load, upstairs","Carrying load, 16 to 24 lb load, upstairs",2024 Adult Compendium of Physical Activities
